Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,1,1/1/17,1/7/17,"29,387",576
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,16,4/12/15,4/18/15,"54,845","1,425"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,3,1/10/16,1/16/16,588,15
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,5,1/29/17,2/4/17,"26,544",500
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2015,41,10/4/15,10/10/15,412,8
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,46,11/6/16,11/12/16,"17,611",397
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,8,2/19/17,2/25/17,"97,850","2,243"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,20,5/10/15,5/16/15,"78,373","1,810"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,38,9/11/16,9/17/16,"77,331","1,755"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,4,1/17/16,1/23/16,"1,101",24
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,45,11/1/15,11/7/15,590,9
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,38,9/11/16,9/17/16,"27,104",607
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,11,3/12/17,3/18/17,"77,092","1,585"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,5,1/24/16,1/30/16,"16,123",729
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,8,2/15/15,2/21/15,"41,751",940
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,52,12/18/16,12/24/16,"16,559",380
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,38,9/13/15,9/19/15,158,5
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,44,10/25/15,10/31/15,"89,221","1,842"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,24,6/7/15,6/13/15,"225,796","5,097"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,9,2/21/16,2/27/16,"3,401",60
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,45,11/1/15,11/7/15,444,10
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,17,4/23/17,4/29/17,"48,054",955
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,13,3/22/15,3/28/15,"77,405","1,825"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,50,12/4/16,12/10/16,"65,040","1,324"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,34,8/14/16,8/20/16,"31,867",729
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,36,8/30/15,9/5/15,39,1
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,35,8/21/16,8/27/16,"4,024",89
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,18,4/24/16,4/30/16,"6,438",168
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,47,11/15/15,11/21/15,"64,037","1,485"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,8,2/19/17,2/25/17,"34,282",724
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,44,10/23/16,10/29/16,"6,075",120
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,47,11/13/16,11/19/16,"7,967",161
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,17,4/23/17,4/29/17,"21,290",434
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,20,5/10/15,5/16/15,"226,378","5,811"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,30,7/17/16,7/23/16,"124,766","2,406"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,51,12/11/16,12/17/16,"12,686",439
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2015,53,12/27/15,12/31/15,"1,447",54
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,45,10/30/16,11/5/16,"58,548","2,342"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,1,1/1/16,1/2/16,101,7
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,29,7/10/16,7/16/16,"120,883","2,409"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2017,4,1/22/17,1/28/17,"51,006","1,018"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,19,5/1/16,5/7/16,"2,357",40
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,12,3/13/16,3/19/16,"64,633","1,499"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,26,6/19/16,6/25/16,"1,885",41
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,32,7/31/16,8/6/16,"5,521",116
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,8,2/19/17,2/25/17,"48,649","1,074"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,5,1/25/15,1/31/15,"54,380","1,377"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,47,11/15/15,11/21/15,"1,131",30
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,44,10/25/15,10/31/15,133,2
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2017,10,3/5/17,3/11/17,"77,334","1,556"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,41,10/2/16,10/8/16,"17,020",332
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,17,4/17/16,4/23/16,"70,975","1,844"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,43,10/18/15,10/24/15,576,14
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,38,9/11/16,9/17/16,"14,972",277
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,2,1/3/16,1/9/16,386,6
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,6,2/5/17,2/11/17,"207,554","4,559"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,3,1/15/17,1/21/17,"153,439","3,292"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,30,7/17/16,7/23/16,"5,641",99
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,44,10/25/15,10/31/15,44,4
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,43,10/16/16,10/22/16,"18,053",408
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,48,11/22/15,11/28/15,"245,767","7,667"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,14,4/2/17,4/8/17,"41,210",839
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,28,7/5/15,7/11/15,"40,297","1,200"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,48,11/22/15,11/28/15,"1,650",41
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,23,5/29/16,6/4/16,"1,307",27
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,50,12/6/15,12/12/15,296,10
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,31,7/24/16,7/30/16,"28,746",608
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,30,7/17/16,7/23/16,"3,348",76
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,50,12/4/16,12/10/16,"65,864","1,319"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,6,2/5/17,2/11/17,"27,754",609
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,33,8/7/16,8/13/16,"2,170",45
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,49,11/27/16,12/3/16,"26,781",500
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,2,1/3/16,1/9/16,460,17
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,39,9/18/16,9/24/16,"4,934",95
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,12,3/19/17,3/25/17,"86,247","1,843"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,27,6/26/16,7/2/16,"14,671",416
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,27,6/26/16,7/2/16,"17,204",418
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,13,3/20/16,3/26/16,"2,111",42
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,26,6/19/16,6/25/16,"4,412",89
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,4,1/17/16,1/23/16,516,20
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,48,11/20/16,11/26/16,"15,211",352
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,30,7/17/16,7/23/16,"63,956","1,472"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,14,4/2/17,4/8/17,"36,123","1,615"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2017,5,1/29/17,2/4/17,"97,920","2,382"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2015,37,9/6/15,9/12/15,151,2
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,29,7/10/16,7/16/16,"2,079",43
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,34,8/14/16,8/20/16,"7,147",138
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,36,8/28/16,9/3/16,"84,967","2,970"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,16,4/10/16,4/16/16,"1,284",26
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,6,1/31/16,2/6/16,"4,653",125
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,20,5/8/16,5/14/16,"51,337","1,133"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,35,8/21/16,8/27/16,"51,055","1,406"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,48,11/22/15,11/28/15,"51,886","1,478"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,26,6/19/16,6/25/16,"1,528",35
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2015,53,12/27/15,12/31/15,238,7
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,28,7/3/16,7/9/16,"55,482","1,462"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2017,17,4/23/17,4/29/17,"117,612","2,713"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,11,3/12/17,3/18/17,"73,117","1,608"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,16,4/10/16,4/16/16,"1,489",37
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,44,10/25/15,10/31/15,"302,403","6,459"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,17,4/17/16,4/23/16,"21,880",501
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,8,2/19/17,2/25/17,"188,072","4,491"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,37,9/6/15,9/12/15,32,1
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2015,46,11/8/15,11/14/15,"1,132",21
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,6,2/5/17,2/11/17,"67,830","1,444"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,29,7/10/16,7/16/16,"83,776","1,722"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,8,2/14/16,2/20/16,"9,621",229
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,16,4/10/16,4/16/16,"126,308","2,524"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2017,6,2/5/17,2/11/17,"20,712",431
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,13,3/20/16,3/26/16,"4,192",95
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,17,4/19/15,4/25/15,"149,473","3,117"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,28,7/5/15,7/11/15,"12,997",712
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,2,1/8/17,1/14/17,"21,156",427
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,10,3/5/17,3/11/17,"75,870","1,629"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,36,8/28/16,9/3/16,"13,586",314
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,25,6/12/16,6/18/16,"21,867",491
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,6,2/5/17,2/11/17,"322,531","8,349"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,47,11/13/16,11/19/16,"14,470",293
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,8,2/19/17,2/25/17,"303,048","8,404"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,16,4/10/16,4/16/16,"75,790","1,850"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,24,6/5/16,6/11/16,"135,516","3,014"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,39,9/20/15,9/26/15,35,2
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,42,10/11/15,10/17/15,258,6
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,44,10/25/15,10/31/15,405,7
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,2,1/3/16,1/9/16,"66,455","1,789"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,7,2/7/16,2/13/16,"8,812",215
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,20,5/8/16,5/14/16,"257,412","5,628"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,28,7/5/15,7/11/15,"197,522","6,329"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,49,11/27/16,12/3/16,"17,333",390
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,31,7/24/16,7/30/16,"17,845",361
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,35,8/21/16,8/27/16,"101,776","2,439"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,17,4/23/17,4/29/17,"128,409","2,679"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2015,38,9/13/15,9/19/15,59,1
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,12,3/13/16,3/19/16,28,3
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,27,6/26/16,7/2/16,"16,000",824
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,1,1/1/16,1/2/16,750,44
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,51,12/11/16,12/17/16,"67,355","1,306"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,39,9/18/16,9/24/16,"13,033",328
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,7,2/7/16,2/13/16,"53,184","1,110"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,11,3/6/16,3/12/16,25,2
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,46,11/6/16,11/12/16,"28,370",508
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,39,9/18/16,9/24/16,"11,393",230
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2017,13,3/26/17,4/1/17,"27,470",520
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,44,10/25/15,10/31/15,"1,189",29
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,42,10/9/16,10/15/16,"52,277","1,373"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,41,10/2/16,10/8/16,"74,077","1,747"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,42,10/9/16,10/15/16,"3,323",77
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,1,1/1/16,1/2/16,271,16
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,1,1/1/16,1/2/16,689,43
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,10,3/5/17,3/11/17,"72,237","1,432"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,51,12/11/16,12/17/16,"60,920","1,241"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,48,11/22/15,11/28/15,"10,859",299
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,25,6/12/16,6/18/16,"14,749",328
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,14,3/29/15,4/4/15,"6,429",352
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,41,10/4/15,10/10/15,"246,979","7,249"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,47,11/13/16,11/19/16,"13,517",318
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,44,10/23/16,10/29/16,"12,497",517
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2017,14,4/2/17,4/8/17,"95,777","2,284"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,15,4/9/17,4/15/17,"178,808","4,234"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,16,4/10/16,4/16/16,"23,187",497
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,5,1/29/17,2/4/17,"27,896",606
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,42,10/11/15,10/17/15,"49,574","1,277"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,32,8/2/15,8/8/15,"55,173","1,295"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,4,1/17/16,1/23/16,"1,402",31
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,5,1/24/16,1/30/16,"2,863",59
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,40,9/25/16,10/1/16,"110,797","2,570"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,31,7/24/16,7/30/16,"27,034","1,024"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,38,9/11/16,9/17/16,"10,586",219
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,35,8/21/16,8/27/16,"3,253",70
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,49,11/27/16,12/3/16,"64,567","1,320"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,35,8/23/15,8/29/15,"238,355","6,020"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,34,8/14/16,8/20/16,"24,767",596
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,3,1/10/16,1/16/16,"1,957",55
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,13,3/20/16,3/26/16,"122,850","2,514"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,37,9/6/15,9/12/15,192,3
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,1,1/1/17,1/7/17,"46,067","1,247"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2015,50,12/6/15,12/12/15,"4,986",123
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,18,4/24/16,4/30/16,"46,752","1,102"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,18,4/26/15,5/2/15,"225,568","5,921"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,7,2/12/17,2/18/17,"105,491","2,233"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,11,3/8/15,3/14/15,"78,586","1,798"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,16,4/12/15,4/18/15,"51,830","1,297"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,51,12/13/15,12/19/15,"328,637","8,087"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,41,10/2/16,10/8/16,"55,080","1,345"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,6,1/31/16,2/6/16,"273,356","6,329"
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,17,4/23/17,4/29/17,"49,422","1,166"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,24,6/5/16,6/11/16,"3,068",77
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,42,10/9/16,10/15/16,"16,375",404
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,1,1/1/16,1/2/16,"1,004",95
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,19,5/1/16,5/7/16,"24,124",498
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,20,5/8/16,5/14/16,"15,562",341
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,5,1/24/16,1/30/16,"21,981",506
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,32,7/31/16,8/6/16,"114,179","2,369"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,11,3/6/16,3/12/16,"4,495",119
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,3,1/15/17,1/21/17,"52,500","2,051"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,41,10/2/16,10/8/16,"4,877",100
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,10,3/1/15,3/7/15,"83,963","1,788"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2017,1,1/1/17,1/7/17,"20,864",481
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,31,7/24/16,7/30/16,"18,750",416
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,4,1/17/16,1/23/16,"6,988",213
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,40,9/25/16,10/1/16,"58,246","1,356"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,43,10/18/15,10/24/15,"282,960","6,355"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,28,7/3/16,7/9/16,"3,845",79
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,42,10/11/15,10/17/15,101,4
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,8,2/19/17,2/25/17,"62,290","1,438"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,1,1/1/16,1/2/16,339,23
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,52,12/20/15,12/26/15,831,24
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,36,8/30/15,9/5/15,"53,336","1,318"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,30,7/17/16,7/23/16,"87,977","1,965"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,46,11/6/16,11/12/16,"136,064","3,109"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,33,8/7/16,8/13/16,"18,988",443
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,40,9/27/15,10/3/15,179,4
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,1,1/1/17,1/7/17,"50,984","2,155"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,3,1/15/17,1/21/17,"16,919",366
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,21,5/15/16,5/21/16,603,16
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,47,11/13/16,11/19/16,"21,379",455
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,23,5/29/16,6/4/16,"109,902","2,442"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,15,4/3/16,4/9/16,"6,945",153
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2017,14,4/2/17,4/8/17,"19,063",414
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2017,1,1/1/17,1/7/17,"15,526",391
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,47,11/13/16,11/19/16,"12,443",295
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,28,7/3/16,7/9/16,"15,382",364
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,29,7/10/16,7/16/16,"61,262","1,375"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,1,1/1/17,1/7/17,"18,084",350
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,11,3/6/16,3/12/16,"5,624",112
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,53,12/27/15,12/31/15,"11,904",485
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,49,11/29/15,12/5/15,"8,857",272
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,18,4/24/16,4/30/16,"6,926",162
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,53,12/25/16,12/31/16,"99,165","2,852"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,3,1/15/17,1/21/17,"30,555",573
